,pos,pos
1805534,pos,pos
1567153,pos,pos
1595681,pos,neg
1595680,pos,pos
1595683,pos,pos
1595689,pos,pos
1051816,pos,neg
854780,pos,pos
1392030,pos,pos
1756169,pos,pos
703584,pos,pos
610088,pos,pos
1756163,pos,pos
556747,pos,pos
790391,pos,pos
1558677,pos,pos
1756166,pos,pos
1668314,pos,pos
935341,pos,pos
1649847,pos,pos
1649846,pos,pos
1646395,pos,pos
1594885,pos,pos
775383,pos,pos
948897,pos,pos
1469723,pos,pos
839056,pos,pos
1003151,pos,neg
1750105,pos,pos
1799702,pos,pos
1720710,pos,pos
1814743,pos,pos
1084946,pos,pos
1084945,pos,pos
1084944,pos,pos
1670023,neg,pos
1084942,pos,pos
660192,pos,neg
1202650,pos,pos
860383,pos,pos
1084949,pos,pos
1055126,pos,pos
709758,pos,pos
982431,pos,pos
643659,pos,pos
1601748,pos,pos
1299407,pos,pos
1299402,pos,pos
1653023,pos,pos
1653020,pos,pos
1463996,pos,pos
1653024,pos,pos
688999,pos,pos
1125949,pos,pos
1042889,pos,pos
688994,pos,pos
1294855,pos,pos
1358476,pos,pos
1844096,pos,pos
1135597,neg,pos
922848,pos,neg
728499,pos,pos
1554944,pos,pos
619101,pos,pos
704055,pos,pos
1092072,neg,neg
1309167,pos,pos
739379,pos,pos
1665717,pos,pos
1652993,pos,pos
1540471,pos,pos
1087412,pos,pos
729123,pos,pos
876314,pos,pos
729129,pos,pos
729128,pos,pos
876319,pos,pos
1826070,pos,pos
1308074,pos,pos
621174,pos,pos
695149,pos,neg
1669199,pos,pos
1669198,pos,pos
695142,pos,pos
860077,pos,pos
1688962,pos,pos
1177632,pos,pos
1047596,pos,pos
1047592,pos,pos
1351627,pos,pos
1071083,pos,pos
1349126,pos,pos
1749567,pos,pos
1287196,pos,pos
639138,pos,pos
1771900,pos,pos
1668601,pos,pos
639137,pos,pos
1224545,pos,pos
1358539,neg,pos
1727960,pos,pos
874741,pos,pos
1299698,pos,neg
1083222,pos,pos
1668604,pos,pos
1132158,pos,pos
1805301,pos,neg
1421446,pos,pos
1204683,pos,pos
1668608,pos,pos
667358,pos,pos
667356,pos,pos
1841342,pos,pos
1158557,pos,pos
886185,pos,pos
1232000,pos,pos
1607183,pos,pos
664610,pos,pos
838597,pos,neg
838596,pos,pos
1562528,pos,neg
1661500,pos,pos
703059,pos,pos
1602461,pos,pos
1451772,pos,pos
1451773,pos,pos
1451771,pos,pos
1514968,pos,pos
1011830,pos,pos
869717,pos,pos
1657635,pos,pos
1798261,neg,pos
877449,pos,pos
965793,pos,pos
877443,pos,pos
838047,pos,neg
1434287,pos,pos
666758,pos,pos
666759,pos,neg
666754,pos,pos
666755,pos,pos
1703057,pos,pos
732520,pos,pos
961309,pos,pos
732526,pos,pos
732529,pos,pos
1148024,pos,pos
870208,neg,pos
770277,pos,pos
1372416,pos,neg
1789439,pos,pos
956102,pos,neg
956101,pos,pos
1827468,pos,pos
956104,pos,pos
796001,pos,pos
923211,pos,pos
951455,pos,neg
1838593,pos,pos
1014479,pos,pos
834962,pos,pos
1557618,pos,pos
732297,pos,pos
1770751,pos,pos
1761808,pos,pos
990748,pos,pos
1474037,pos,pos
1803391,pos,pos
1582879,pos,pos
1582877,pos,pos
1582872,pos,pos
1803399,pos,pos
830275,pos,pos
1831734,pos,pos
1000326,pos,pos
745070,pos,pos
1787606,pos,pos
945186,pos,pos
1344936,pos,pos
1452955,pos,neg
1452954,pos,pos
1426222,pos,pos
1452950,pos,pos
1096731,pos,pos
1656888,pos,pos
1397035,pos,pos
807986,pos,pos
668616,pos,pos
807985,pos,pos
877992,pos,neg
1341576,pos,pos
1341570,pos,pos
877994,pos,pos
1409320,pos,pos
877999,pos,pos
787103,pos,pos
1400308,pos,pos
787101,pos,pos
1747976,pos,neg
824302,pos,pos
1737604,pos,pos
1287737,pos,pos
879454,pos,pos
824305,pos,pos
1016658,pos,neg
1737603,pos,pos
1214217,pos,pos
1665222,pos,pos
1670145,pos,pos
1129381,pos,neg
1129387,pos,pos
1105380,pos,pos
1538190,pos,pos
1549259,neg,pos
772655,pos,pos
1392033,pos,pos
1345703,pos,pos
1344899,pos,neg
622899,pos,pos
1190588,pos,pos
1344895,pos,pos
578358,pos,pos
643755,pos,neg
1002727,pos,pos
1647232,pos,pos
1286618,pos,pos
1005118,pos,pos
845773,pos,pos
1345705,pos,pos
845771,pos,pos
845770,pos,neg
1351892,pos,pos
1663388,pos,pos
906075,pos,pos
932341,pos,pos
1411177,pos,pos
1473656,pos,neg
650273,pos,pos
1208249,pos,pos
1101777,pos,pos
1555267,pos,pos
1734127,pos,pos
996374,pos,pos
848089,neg,pos
1562260,pos,pos
759438,pos,pos
1392116,pos,pos
759436,pos,pos
960825,pos,pos
1397612,pos,pos
827651,pos,pos
827652,pos,pos
827654,neg,pos
827656,pos,pos
982523,pos,pos
1397776,pos,pos
1443437,pos,pos
822817,pos,pos
1156856,pos,pos
1389658,pos,neg
769439,pos,pos
775387,pos,neg
798072,pos,pos
798070,pos,pos
838473,pos,pos
713718,pos,pos
1397771,pos,pos
1491424,pos,pos
1340391,pos,pos
1491420,neg,pos
1711712,pos,pos
1636511,pos,pos
1622503,pos,pos
1806769,pos,pos
1088530,pos,pos
1088531,pos,pos
1525046,pos,pos
1088534,pos,pos
1471263,pos,pos
1525047,pos,pos
1136647,pos,pos
1783957,neg,pos
1783952,pos,pos
1381790,pos,pos
893476,pos,pos
950419,pos,pos
893474,pos,pos
847605,pos,pos
1805234,pos,pos
965810,pos,pos
950411,pos,pos
950410,pos,pos
1638926,pos,pos
1005255,pos,pos
1223630,pos,pos
846954,pos,pos
872126,pos,pos
846950,pos,pos
1187704,pos,neg
1656313,pos,pos
1187709,pos,pos
1099362,pos,pos
954240,pos,pos
954241,pos,pos
704896,pos,pos
954244,pos,pos
1490994,pos,pos
1328916,pos,pos
1805232,pos,pos
1798290,pos,pos
1100388,pos,pos
1479711,pos,pos
696595,pos,pos
966896,pos,pos
966890,pos,pos
1805233,pos,pos
1662389,pos,pos
696144,pos,pos
712044,pos,pos
1358624,pos,pos
1157816,pos,pos
1150847,pos,pos
1729915,pos,pos
1605846,pos,pos
1388214,pos,pos
1746215,neg,pos
1037408,pos,pos
697812,neg,neg
697814,pos,pos
1003156,pos,pos
1351707,pos,pos
1351705,pos,neg
915836,pos,pos
1146711,pos,pos
918800,pos,pos
1036752,pos,pos
918802,pos,pos
1219155,pos,pos
1219151,pos,neg
792287,pos,pos
734335,pos,pos
1549333,pos,pos
1532949,pos,pos
1528832,pos,pos
737224,pos,pos
1806535,pos,pos
1101049,pos,pos
1229829,pos,pos
1030180,pos,pos
1022084,pos,pos
1523920,pos,pos
1085833,pos,pos
915780,pos,pos
1523928,pos,pos
915782,pos,pos
1321184,pos,pos
757925,pos,pos
1452192,pos,pos
1015798,pos,pos
1827862,pos,pos
1706338,pos,pos
912780,pos,pos
912789,pos,neg
912788,pos,pos
1522773,pos,pos
1185282,pos,pos
1185284,pos,pos
861082,pos,pos
1624354,pos,neg
1190798,pos,pos
1190799,pos,pos
1546640,pos,pos
1190796,pos,pos
914172,pos,pos
1320580,pos,pos
1404893,pos,pos
1404894,pos,pos
1404897,pos,pos
1404899,pos,pos
1404898,pos,pos
617217,pos,pos
878194,pos,pos
617211,pos,pos
617210,pos,pos
878190,pos,pos
1317208,pos,pos
1402722,pos,pos
1402725,pos,pos
1449788,pos,pos
669205,pos,pos
1525186,pos,pos
1053883,neg,neg
1202772,neg,neg
944796,pos,pos
957748,pos,pos
1317207,pos,pos
1202777,pos,pos
1672283,pos,pos
944799,pos,pos
1008183,pos,pos
1672284,pos,pos
1672288,pos,pos
1396930,pos,pos
835565,pos,pos
810623,pos,pos
810628,pos,pos
1676109,pos,pos
1396489,pos,pos
919032,pos,pos
1810477,pos,pos
1371158,pos,pos
919036,pos,pos
860385,pos,pos
1441194,pos,pos
928724,pos,pos
1084948,pos,pos
1355708,pos,pos
854017,pos,pos
1667676,pos,pos
1107718,pos,pos
1107719,neg,pos
1107715,pos,pos
1107716,pos,pos
1013796,pos,neg
765051,pos,pos
1601743,neg,pos
1204595,pos,pos
1013798,pos,neg
1546644,pos,pos
837125,pos,pos
1167881,pos,pos
914176,pos,pos
837122,pos,pos
1297151,pos,pos
1601747,pos,pos
837128,pos,neg
1191449,pos,pos
1212303,pos,pos
919788,pos,pos
1601749,pos,neg
1191443,pos,pos
919785,pos,pos
919780,pos,pos
1191446,pos,pos
1196797,pos,pos
1020780,pos,pos
644552,pos,pos
1757097,neg,pos
1563677,pos,pos
1022903,pos,pos
1429247,pos,pos
668159,pos,pos
997548,pos,pos
996637,pos,pos
996631,pos,pos
1562102,pos,pos
1463992,pos,pos
996638,pos,pos
1827435,pos,pos
797392,pos,pos
1092605,pos,pos
1818084,pos,pos
797396,pos,pos
1818080,pos,pos
1694899,pos,pos
1092608,pos,pos
1310260,pos,pos
1664373,pos,pos
1705520,pos,pos
918789,pos,pos
1125946,pos,pos
1450885,pos,neg
1407851,pos,neg
712831,pos,pos
712830,pos,pos
1749763,pos,pos
1205500,pos,pos
1790279,pos,pos
769771,pos,pos
724142,pos,pos
647114,pos,pos
724144,pos,pos
1546433,pos,pos
724147,pos,pos
724148,pos,pos
1346341,pos,pos
1790272,pos,pos
788942,pos,pos
1748496,pos,pos
647118,pos,pos
702391,pos,pos
800306,pos,pos
855056,pos,pos
1207611,pos,pos
855059,pos,neg
1162427,pos,pos
1603977,pos,pos
1207617,pos,pos
1566822,pos,neg
1256669,pos,pos
1256668,pos,pos
1452094,pos,pos
789010,pos,pos
1215651,pos,pos
1603970,pos,neg
955383,pos,pos
1427843,pos,pos
955386,pos,pos
955389,pos,pos
1192490,pos,pos
907252,pos,pos
950354,pos,pos
1764098,pos,pos
1351147,pos,pos
1330422,pos,pos
1064713,pos,pos
1064714,pos,neg
1337431,pos,pos
1064716,pos,pos
1330425,pos,pos
1713839,pos,pos
983306,pos,neg
689108,pos,pos
1701313,pos,pos
1706487,pos,pos
1701316,pos,pos
1750011,pos,pos
1706486,pos,pos
1193549,pos,pos
1193544,pos,pos
1335496,pos,pos
1826380,pos,pos
1798065,pos,pos
1301474,pos,pos
1662436,pos,pos
1798062,pos,pos
1662432,pos,neg
1084774,pos,pos
1762029,pos,pos
1084773,pos,pos
1666997,pos,pos
1051136,pos,pos
1762026,pos,pos
1421551,pos,pos
1666990,pos,pos
1666991,pos,pos
1597185,pos,pos
1617679,pos,pos
1325748,pos,pos
1593403,pos,pos
1593402,pos,neg
1617674,pos,pos
1100183,pos,pos
979195,pos,neg
796119,pos,pos
1005872,pos,pos
796114,pos,pos
696803,pos,pos
611352,pos,pos
812572,pos,neg
814525,pos,pos
1648126,pos,pos
696804,pos,pos
1814882,pos,pos
1153872,pos,pos
1814884,pos,pos
1174198,pos,pos
1209076,pos,pos
912843,pos,pos
1822499,pos,pos
912841,pos,pos
1339564,pos,pos
1174191,pos,pos
1649298,pos,pos
1339567,pos,pos
1174194,pos,pos
1498455,pos,neg
611357,pos,neg
835445,pos,pos
1570595,pos,pos
874131,pos,pos
1429885,pos,pos
646799,pos,pos
701885,pos,pos
646794,pos,pos
646795,pos,pos
646793,pos,pos
701882,pos,pos
852086,pos,pos
1028062,pos,pos
1464679,pos,pos
934565,pos,pos
1025092,pos,pos
838205,pos,pos
933695,pos,pos
1190891,pos,pos
1190890,pos,pos
838208,pos,pos
1318806,pos,pos
1022842,pos,pos
1113598,pos,neg
1041524,pos,neg
1825297,pos,pos
629956,pos,pos
629953,pos,pos
1737012,pos,pos
1496502,pos,pos
792354,pos,pos
1230797,pos,pos
731786,pos,pos
1790607,pos,pos
1735607,pos,pos
978249,pos,pos
1403570,pos,pos
1172690,pos,pos
1765080,pos,pos
1436004,pos,pos
876311,pos,pos
1429228,pos,pos
783510,pos,pos
662921,pos,pos
801467,pos,pos
755461,neg,pos
652710,pos,pos
1277047,pos,pos
1576297,pos,pos
801466,pos,pos
1790608,pos,pos
1530225,pos,pos
764704,pos,pos
1813825,pos,pos
1218550,pos,neg
1031829,pos,pos
1813828,pos,pos
877571,pos,pos
1343536,pos,pos
787468,neg,pos
780350,pos,pos
785184,pos,pos
785186,pos,pos
785189,pos,pos
801460,pos,pos
1343538,pos,pos
1759543,pos,pos
959213,pos,pos
1130769,pos,pos
959211,pos,pos
1130762,pos,pos
1827500,pos,pos
647940,pos,pos
1224620,pos,pos
1475693,pos,pos
647948,pos,neg
1475696,pos,pos
1586844,pos,pos
1191855,pos,pos
1191852,pos,pos
1383642,pos,pos
1191858,pos,pos
1172254,pos,pos
614316,pos,neg
1817847,pos,pos
1097516,neg,pos
1692056,pos,pos
1048588,pos,pos
1427044,pos,pos
1475527,pos,pos
618176,pos,pos
1697666,pos,pos
1780932,pos,pos
646140,pos,pos
1110521,pos,pos
610762,pos,pos
1653960,pos,neg
714310,neg,pos
1653964,pos,pos
835950,pos,pos
1780937,neg,pos
911769,pos,pos
835954,pos,pos
835956,pos,pos
1844975,neg,neg
708638,pos,pos
1089690,pos,pos
1089691,neg,pos
1089693,pos,pos
619804,pos,neg
619805,pos,pos
1089698,pos,pos
1092748,pos,pos
911765,pos,pos
666130,pos,pos
1300068,pos,pos
666132,pos,pos
666133,pos,neg
827329,pos,pos
1456450,pos,pos
1366167,pos,pos
1817960,pos,pos
1595491,pos,pos
1003294,pos,pos
746144,pos,pos
1310051,pos,pos
1705422,pos,pos
1014600,pos,pos
927739,pos,pos
1461561,pos,pos
1305654,pos,pos
876878,pos,pos
1459824,pos,pos
1228366,pos,pos
605207,pos,pos
1386365,pos,pos
728440,pos,pos
1597302,pos,pos
774365,pos,pos
728448,pos,pos
1380206,pos,pos
1148405,pos,pos
1535101,pos,pos
998899,pos,neg
1006118,pos,pos
1547426,pos,neg
1006114,pos,pos
998890,pos,pos
1547422,pos,pos
998896,pos,pos
998895,pos,pos
1468776,pos,pos
1367405,pos,pos
1494016,pos,neg
1367407,pos,pos
1494010,pos,pos
1779837,pos,pos
1779834,pos,pos
1458995,pos,pos
1367409,neg,pos
1597222,pos,pos
1315759,pos,pos
1457081,pos,pos
660781,pos,pos
1145718,pos,pos
660782,pos,pos
1363538,pos,pos
1318586,pos,neg
1763118,pos,pos
1486041,pos,pos
1486049,pos,pos
1369534,pos,pos
1044720,pos,pos
876296,pos,pos
876294,pos,pos
876293,pos,pos
1350459,pos,pos
1606005,pos,pos
665443,pos,neg
1318051,pos,pos
1102697,pos,pos
941767,pos,pos
747230,pos,pos
1797094,pos,pos
914239,pos,pos
731253,pos,pos
1763116,pos,pos
1147606,pos,pos
1766043,neg,pos
1612455,pos,pos
1015644,pos,pos
1448900,pos,pos
1302966,pos,pos
1302967,pos,pos
1638672,pos,pos
762904,pos,pos
869696,pos,pos
1015648,pos,pos
672465,pos,pos
930090,pos,pos
960773,pos,pos
960778,pos,pos
1806383,pos,pos
1633285,pos,pos
1806385,pos,pos
763266,pos,pos
1727884,pos,pos
1457466,pos,pos
1691081,neg,pos
1518585,pos,pos
634742,pos,pos
933417,pos,pos
634744,pos,pos
845952,pos,pos
1413782,pos,pos
1351272,pos,pos
1403033,pos,pos
1351271,pos,pos
1351275,pos,pos
848534,pos,pos
1450856,pos,pos
1603782,pos,pos
1603783,pos,pos
1603786,pos,pos
1780110,pos,pos
1210168,pos,pos
734017,pos,pos
733044,pos,pos
1659318,pos,pos
1210162,pos,pos
1527605,neg,pos
734019,neg,pos
1210166,pos,pos
1629472,pos,pos
975231,neg,pos
1047036,pos,pos
957462,pos,neg
1047035,pos,pos
1047032,pos,neg
1719007,pos,pos
777094,pos,pos
656778,pos,pos
967697,pos,pos
1645760,pos,pos
731758,pos,pos
1416669,pos,pos
1727965,pos,pos
731753,pos,pos
1645769,pos,pos
731755,pos,pos
1416662,pos,neg
977560,pos,pos
977561,pos,pos
835139,pos,pos
757834,pos,pos
935109,pos,pos
977568,pos,pos
654835,pos,neg
889778,pos,pos
889777,pos,pos
1412786,pos,pos
889771,pos,neg
1485039,pos,pos
1451107,pos,pos
957150,pos,pos
662339,pos,pos
1179580,neg,pos
1450275,pos,pos
1450271,pos,neg
1671136,pos,pos
1193031,pos,pos
908848,pos,pos
998708,pos,pos
1302039,pos,pos
1383727,pos,pos
1383726,pos,pos
1444107,pos,pos
1383721,pos,pos
1395934,pos,pos
1783772,pos,pos
1675837,pos,pos
1838554,pos,neg
1838552,pos,pos
732318,pos,pos
732319,pos,pos
732315,pos,pos
732312,pos,pos
1551762,pos,pos
1344913,neg,pos
1344912,pos,pos
767429,pos,pos
767427,pos,pos
1032258,pos,pos
1143028,pos,pos
1632061,pos,pos
882907,pos,pos
1636550,pos,pos
632351,pos,neg
926013,pos,pos
1053066,pos,pos
1001330,pos,pos
1455739,pos,pos
805971,pos,pos
1526264,pos,pos
1424759,pos,pos
1416573,pos,pos
1190645,pos,neg
1563473,pos,pos
1781284,neg,pos
1567964,pos,pos
1563477,pos,pos
1803058,pos,pos
623571,pos,neg
619854,pos,pos
1137810,pos,pos
836121,pos,pos
878925,pos,pos
736565,pos,pos
775776,pos,pos
1670266,pos,pos
1310060,pos,pos
1310063,pos,pos
649014,pos,pos
1702192,pos,pos
649019,pos,neg
1835311,pos,pos
1485927,pos,pos
1668526,pos,pos
1091714,pos,pos
1091715,pos,pos
768628,pos,pos
1621811,pos,pos
657029,pos,pos
1761061,pos,pos
1761063,pos,pos
1187001,pos,pos
1761069,pos,pos
824531,pos,pos
848470,pos,neg
911951,pos,pos
911950,pos,pos
911953,pos,pos
1702221,pos,neg
1145142,pos,pos
1145141,pos,pos
1145140,pos,pos
1702225,pos,pos
1145146,pos,pos
1145145,pos,pos
1735645,pos,pos
883734,pos,pos
886182,pos,pos
1200455,pos,pos
1746251,pos,pos
1746252,pos,pos
1746253,pos,pos
762139,pos,pos
1465877,pos,pos
905672,neg,neg
762130,pos,pos
1401049,pos,pos
648653,pos,pos
1539654,pos,pos
637588,pos,pos
1539658,pos,pos
1090190,pos,neg
1090195,pos,pos
1710673,neg,pos
1487297,pos,pos
763422,pos,pos
1052006,pos,pos
850598,pos,pos
763424,pos,pos
1480832,pos,pos
1017961,pos,pos
1017960,pos,pos
748813,pos,pos
710767,pos,pos
1189371,pos,neg
1397796,pos,pos
1397794,neg,pos
1354983,pos,pos
1832596,pos,pos
1832598,neg,pos
1135522,pos,pos
1135521,pos,pos
955419,pos,pos
901564,pos,pos
636985,pos,pos
955416,pos,pos
1192968,pos,pos
1349156,pos,pos
1023985,pos,pos
1601460,pos,pos
992620,pos,pos
793183,pos,pos
793180,pos,pos
793181,pos,pos
1519669,pos,pos
793184,pos,pos
1029374,pos,pos
1064155,pos,pos
1453192,pos,pos
1064151,pos,pos
1311083,pos,pos
1172997,pos,pos
1065285,pos,pos
1065286,neg,pos
1065280,pos,pos
1065283,pos,pos
901786,pos,neg
1399150,pos,pos
1065288,pos,neg
1063874,pos,pos
1063872,pos,pos
1303132,pos,pos
1824819,pos,pos
1108345,pos,pos
793458,pos,pos
1514966,pos,pos
1008233,pos,pos
785919,pos,neg
1820576,pos,pos
642420,pos,neg
1477575,pos,pos
729833,pos,pos
913083,pos,neg
729830,pos,pos
1176413,pos,neg
913084,pos,pos
913087,pos,pos
913088,pos,pos
1634040,pos,pos
1407050,pos,pos
1407051,pos,pos
1810783,pos,pos
1350666,pos,pos
1738832,pos,neg
929287,pos,pos
1336460,pos,pos
1214181,pos,pos
1214187,pos,pos
1348205,pos,pos
677289,pos,neg
1348207,pos,pos
1157995,pos,pos
1428375,pos,pos
1226237,pos,pos
777844,pos,neg
923857,pos,pos
1226234,pos,pos
957101,pos,pos
997411,pos,pos
918609,pos,pos
1483017,pos,pos
1803056,pos,pos
792327,pos,pos
1816204,pos,pos
792321,pos,pos
1821666,pos,pos
696757,pos,pos
1205363,pos,pos
1217985,neg,pos
881806,pos,pos
1217981,pos,pos
1684529,pos,pos
881802,pos,pos
1438145,pos,pos
1509707,pos,pos
1093364,pos,pos
1509701,pos,pos
1093361,pos,pos
1093360,pos,pos
909788,pos,pos
691901,pos,pos
1342324,pos,pos
821805,pos,pos
891871,pos,pos
891873,pos,pos
952085,pos,pos
1672321,pos,pos
952088,pos,pos
1015612,pos,pos
1015617,pos,pos
1592414,pos,pos
1015619,pos,pos
1730598,pos,pos
1079907,pos,pos
1079904,pos,pos
1585435,neg,pos
1585434,pos,pos
1819477,pos,pos
1819476,pos,pos
644962,pos,neg
838042,pos,pos
644967,pos,pos
1088371,pos,pos
1092100,pos,pos
1784828,pos,pos
1742146,pos,pos
723058,pos,pos
1742140,pos,pos
1419333,pos,pos
1046472,pos,neg
1419334,pos,pos
795055,pos,pos
836154,pos,pos
836156,neg,pos
1734095,pos,pos
836153,pos,neg
627645,pos,neg
1258807,pos,pos
1143484,pos,pos
1424011,pos,pos
799924,pos,neg
1143480,pos,pos
1143481,pos,pos
1368072,pos,pos
1368074,neg,pos
1386238,pos,pos
1368077,pos,pos
1180247,pos,neg
1294634,pos,pos
1196618,pos,pos
1294633,pos,pos
753086,pos,pos
863667,pos,pos
629555,pos,pos
1593543,pos,pos
1298121,pos,pos
1049348,pos,pos
1078606,neg,pos
1049342,pos,pos
1301932,pos,pos
1101208,pos,pos
981115,pos,pos
1793307,pos,pos
909431,pos,neg
667290,pos,pos
944829,pos,pos
666752,pos,neg
909435,pos,pos
1204573,pos,pos
1625878,pos,pos
1331569,pos,pos
1665997,pos,pos
1399815,pos,pos
1399813,pos,pos
1456273,pos,pos
1052941,pos,pos
694628,pos,pos
865982,pos,pos
694627,pos,pos
1089055,pos,pos
694621,pos,pos
837688,pos,pos
1393581,pos,pos
958018,pos,pos
872545,pos,pos
958013,pos,pos
837687,pos,neg
1614263,pos,pos
837685,pos,pos
1526764,pos,pos
1201898,pos,pos
1062398,pos,neg
1195324,pos,pos
1062396,neg,pos
726978,pos,neg
914040,pos,pos
626113,pos,pos
621722,pos,pos
1817961,pos,pos
1599954,pos,pos
1817963,pos,pos
1082894,neg,pos
1006682,pos,pos
1348123,pos,pos
1817967,pos,pos
1817966,pos,pos
727628,pos,pos
1405024,pos,pos
1599959,pos,pos
694998,pos,pos
610379,pos,pos
690280,pos,pos
1454411,pos,neg
1361640,pos,pos
1405623,pos,pos
1336427,pos,pos
1471314,pos,pos
1423230,pos,pos
1050898,pos,pos
1091867,pos,pos
1012059,pos,pos
1613125,pos,pos
1012056,pos,pos
1012055,pos,neg
752026,pos,pos
752027,pos,pos
752024,pos,pos
1292955,pos,pos
752028,pos,pos
1602253,pos,pos
866988,pos,pos
1739043,pos,pos
1553017,pos,pos
823514,pos,pos
1789282,pos,pos
866982,pos,pos
1553018,pos,pos
866986,pos,pos
1568790,pos,pos
1669540,pos,pos
1577317,pos,pos
647098,pos,pos
1309820,pos,pos
886717,pos,pos
647096,pos,pos
647095,pos,pos
1408684,pos,pos
1541667,pos,pos
1597887,pos,pos
1541665,pos,pos
1541662,pos,pos
1597883,pos,pos
1114382,pos,pos
1541669,pos,pos
1200906,pos,pos
979010,pos,pos
1080849,pos,pos
711790,pos,pos
1539516,pos,pos
1715120,pos,neg
1463960,pos,pos
1558893,pos,pos
1406592,pos,pos
1529859,pos,pos
643436,pos,pos
1286367,pos,neg
637008,pos,pos
988986,pos,pos
1063114,pos,pos
620183,pos,pos
1335517,pos,pos
1541597,pos,pos
918242,pos,pos
1541599,pos,pos
1494888,pos,pos
842611,pos,pos
1645561,pos,pos
916376,pos,pos
1160630,pos,neg
1160631,pos,pos
946732,pos,pos
1641412,pos,pos
1315646,pos,pos
1421699,pos,pos
1019284,pos,pos
727311,pos,pos
1820397,pos,pos
765802,pos,neg
1726297,pos,pos
1198286,pos,pos
1198287,pos,pos
1198285,pos,pos
835441,pos,pos
835447,pos,pos
1010365,pos,pos
835448,neg,pos
1298949,pos,pos
1458268,pos,pos
1493723,pos,pos
1298941,pos,pos
1298942,pos,pos
1493727,pos,pos
1716471,pos,pos
1569947,pos,pos
1716474,pos,pos
1228981,pos,pos
1000023,pos,pos
1301901,pos,pos
1301900,pos,pos
1752406,pos,neg
941487,pos,pos
1752408,pos,pos
1308883,pos,pos
1685828,pos,neg
1308881,pos,pos
650001,pos,pos
784134,pos,pos
1210971,pos,pos
1826069,pos,pos
1839951,pos,pos
998275,pos,pos
695572,pos,pos
1696357,pos,pos
1796095,pos,pos
1235157,pos,pos
1375476,pos,neg
1375477,pos,pos
1375479,pos,pos
1778150,pos,neg
779991,pos,pos
942296,pos,pos
1001646,pos,pos
1731900,pos,pos
948076,pos,pos
1225856,pos,pos
1340587,pos,pos
1318636,pos,pos
1340582,pos,pos
1340580,pos,pos
1318632,pos,pos
1094196,pos,pos
1114812,pos,pos
660218,pos,pos
660211,pos,neg
1114818,pos,pos
1650570,pos,pos
1842553,pos,pos
1600501,pos,pos
1229295,pos,pos
1229299,pos,pos
830273,pos,pos
651352,pos,pos
651351,pos,neg
1129750,pos,pos
1807991,pos,pos
1838866,pos,pos
828646,pos,pos
875149,pos,neg
884889,pos,pos
1582694,pos,neg
1041428,pos,pos
1501529,pos,pos
875145,pos,pos
1424834,pos,pos
1191308,pos,pos
705287,pos,pos
619619,pos,neg
1149258,pos,pos
1149257,pos,neg
619616,pos,neg
1838860,pos,pos
1764746,pos,neg
1042281,pos,pos
619611,pos,pos
619610,pos,pos
949388,pos,pos
1768639,pos,pos
1768630,pos,pos
805406,pos,pos
1594938,pos,pos
1615677,pos,pos
1615676,pos,pos
1645665,pos,pos
1615672,pos,pos
884886,pos,pos
1615679,pos,pos
1047613,pos,pos
828396,pos,pos
1638990,pos,neg
922440,pos,neg
1042060,pos,pos
1489848,pos,pos
1139651,pos,pos
621445,pos,neg
1527397,pos,pos
1527392,pos,pos
1517429,pos,pos
1527391,pos,pos
1658270,pos,pos
1605954,pos,pos
1460480,pos,pos
766925,pos,pos
1004647,pos,pos
1460485,pos,pos
1149303,pos,pos
1620957,pos,pos
827285,pos,pos
753665,pos,pos
827281,pos,pos
1071799,pos,pos
1029173,pos,pos
1141086,pos,pos
1298872,pos,pos
661622,pos,pos
1029179,pos,pos
614160,pos,pos
1652861,pos,pos
1652862,pos,neg
709330,pos,neg
1616604,pos,pos
1652868,pos,pos
1426226,pos,pos
1840203,pos,pos
1469855,pos,pos
1469856,pos,pos
663177,pos,pos
963901,pos,pos
948926,pos,pos
948925,pos,pos
998918,pos,pos
1145780,pos,pos
1452953,pos,neg
1505514,pos,pos
1505516,pos,pos
998911,pos,pos
1553971,pos,pos
1614101,pos,pos
1618656,pos,pos
1140029,pos,pos
1514995,pos,neg
1623422,neg,pos
676158,pos,pos
1514992,pos,pos
1147032,pos,neg
1147035,pos,neg
1148618,pos,pos
1148619,pos,pos
1639710,pos,pos
1104123,pos,pos
1526443,pos,pos
1832902,pos,pos
1148612,pos,pos
1683264,pos,pos
1463823,pos,pos
730271,pos,pos
1683262,pos,pos
1491105,pos,pos
1194883,pos,pos
1560097,pos,pos
1219347,pos,pos
1491106,pos,pos
1219341,pos,pos
1219340,pos,pos
1219343,neg,pos
1724727,pos,pos
774666,pos,pos
1476291,pos,neg
1469271,pos,pos
1090756,pos,pos
1638772,pos,neg
1469279,pos,neg
1461465,pos,neg
970170,pos,pos
838060,pos,pos
1461468,pos,pos
961414,pos,pos
1444235,pos,pos
735573,pos,pos
1845071,pos,pos
735570,pos,pos
735577,pos,pos
1226744,pos,pos
672346,pos,neg
1841556,pos,pos
1835157,pos,pos
1641265,pos,pos
665635,pos,pos
1580106,pos,pos
1580101,pos,pos
1513170,pos,pos
1737876,pos,pos
664835,pos,pos
670279,pos,pos
1673904,pos,pos
1667029,pos,pos
880996,pos,pos
877599,pos,pos
670271,pos,pos
1667021,pos,pos
